id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
70578,Liu Haiping,F,28.0,173.0,69.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
70581,Liu Hao,M,27.0,189.0,79.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
70582,Liu Hong,F,29.0,160.0,50.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Gold
70592,Liu Huixia,F,18.0,157.0,48.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold
70633,Liu Shanshan,F,24.0,169.0,65.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
70636,Liu Shiwen,F,25.0,160.0,54.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Gold
70637,Liu Shiying,F,22.0,179.0,76.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
70644,Liu Tingting,F,26.0,178.0,77.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,
70646,Liu Wei,M,28.0,175.0,69.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
70654,Liu Xiang,F,19.0,180.0,66.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
70665,Liu Xiaotong,F,26.0,188.0,70.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
70677,Liu Yang,M,21.0,162.0,61.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70677,Liu Yang,M,21.0,162.0,61.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
70677,Liu Yang,M,21.0,162.0,61.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
70679,Liu Yaxin,F,17.0,178.0,69.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
70689,Liu Yongshi,F,26.0,176.0,62.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",
70839,"Alexander ""Alex"" Lloyd",M,25.0,194.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,
70843,Carli Anne Lloyd (-Hollins),F,34.0,170.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
70844,Carli Ellen Lloyd,F,26.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
70854,Ieuan David Lloyd,M,23.0,194.0,91.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
70919,Jonathan Gatan Cdric Lobert,M,31.0,195.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,
70922,Nikita Konstantinovich Lobintsev,M,27.0,193.0,85.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
70922,Nikita Konstantinovich Lobintsev,M,27.0,193.0,85.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
70930,Maria Clara Lobo,F,17.0,167.0,55.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
70965,Ryan Steven Lochte,M,32.0,188.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
70965,Ryan Steven Lochte,M,32.0,188.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
70979,William Lockwood,M,28.0,191.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
71034,"Eleanor ""Elle"" Logan",F,28.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
71043,Chloe Logarzo,F,21.0,165.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
71060,Tatyana Yuryevna Logunova,F,36.0,174.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",
71060,Tatyana Yuryevna Logunova,F,36.0,174.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Bronze
71191,"Alexandra Linsley ""Allie"" Long",F,28.0,173.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
71205,"Nicholas James ""Nic"" Long",M,26.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,
71207,Long Qingquan,M,25.0,150.0,56.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Gold
71299,Cisiane Dutra Lopes,F,33.0,159.0,49.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
71384,Joaqun Eduardo Lopez,M,26.0,170.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
71467,Steven Lopez,M,37.0,191.0,83.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,
71519,Anika Lorenz,F,25.0,172.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,
71530,Nike Lorenz,F,19.0,170.0,69.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
71687,Constantine Michael Louloudis,M,24.0,190.0,92.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
71700,Patrick Chagas Valrio Loureno,M,23.0,164.0,49.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,
71737,Victoria Alimonda Lovelady,F,29.0,163.0,48.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,
71777,Nataliya Vladimirovna Lovtsova,F,28.0,177.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
71777,Nataliya Vladimirovna Lovtsova,F,28.0,177.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
71777,Nataliya Vladimirovna Lovtsova,F,28.0,177.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
71777,Nataliya Vladimirovna Lovtsova,F,28.0,177.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
71778,Andreas Lw,M,34.0,177.0,81.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,
71788,"Daniel ""Dan"" Lowe",M,23.0,183.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",
71788,"Daniel ""Dan"" Lowe",M,23.0,183.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
71799,Karsta Lowe,F,23.0,193.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
71822,Kyle Lowry,M,30.0,183.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
71894,L Bin,M,21.0,165.0,49.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,
71909,Lu Huihui,F,27.0,171.0,70.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
71920,Lu Wen,F,26.0,188.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
71921,Lu Xiaojun,M,32.0,172.0,77.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Silver
71922,Lu Xiuzhi,F,22.0,160.0,45.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Bronze
71924,L Yang,F,22.0,183.0,77.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,
71926,Lu Ying,F,27.0,175.0,65.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
71926,Lu Ying,F,27.0,175.0,65.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
71937,Luan Guilherme de Jesus Vieira,M,23.0,180.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71941,Luan Garcia Teixeira,M,23.0,183.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71981,Ricardo Samuel Lucarelli Santos de Souza,M,24.0,195.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
72023,"Nicholas ""Nick"" Lucena",M,36.0,185.0,84.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
72025,Jean-Michel Lucenay,M,38.0,186.0,78.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold
72060,Gina Lckenkemper,F,19.0,170.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
72060,Gina Lckenkemper,F,19.0,170.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
72072,Grace Luczak,F,27.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,
72103,Laura Ludwig,F,30.0,181.0,70.0,Germany-1,GER,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
72152,Vincent Luis,M,27.0,177.0,65.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
72160,Luiz Felipe Marques Fonteles,M,32.0,196.0,89.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
72176,Yevgeny Vyacheslavovich Lukantsov,M,24.0,187.0,91.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",
72396,Luo Xiaoling,F,27.0,170.0,68.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,
72399,Luo Ying,F,25.0,164.0,62.0,China-2,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,
72401,Luo Yu,F,25.0,164.0,66.0,China-2,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,
72558,Rafael Freire Luz,M,24.0,188.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
72588,Nikita Andreyevich Lyamin,M,30.0,203.0,90.0,Russia-2,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
72591,Kirill Igorevich Lyapunov,M,30.0,180.0,81.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
72634,Rachael Lynch,F,30.0,179.0,68.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
72670,Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
72670,Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
72670,Manuella Duarte Lyrio,F,27.0,163.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
72717,Ma Duanbin,M,26.0,174.0,66.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
72722,Ma Huanhuan,F,26.0,178.0,66.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
72724,Ma Jianfei,M,32.0,186.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
72724,Ma Jianfei,M,32.0,186.0,78.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
72726,Ma Jin,F,28.0,167.0,58.0,China-2,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
72735,Ma Long,M,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Gold
72735,Ma Long,M,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Gold
72736,Ma Menglu,F,18.0,167.0,61.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,
72739,Ma Qing,F,23.0,174.0,68.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
72739,Ma Qing,F,23.0,174.0,68.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
72749,Ma Xiaoxu,F,28.0,172.0,73.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
72756,Ma Yingnan,F,32.0,158.0,52.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,
72900,Marcos Antnio Costa Ferreira de Macedo,M,25.0,189.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
72939,Mala de Paula Machado,F,35.0,167.0,67.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,
72962,Rui Machida,F,23.0,161.0,57.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
73104,Hannah Louise Macleod,F,32.0,172.0,67.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Gold
73309,Roberto Maehler,M,31.0,183.0,82.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
73453,James Magnussen,M,25.0,198.0,94.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
73475,Islam Kurbanovich Magomedov,M,25.0,182.0,98.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
73525,Kentin Mah,M,25.0,186.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
73528,"Benjamin Richard ""Ben"" Maher",M,33.0,183.0,68.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
73528,"Benjamin Richard ""Ben"" Maher",M,33.0,183.0,68.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
73600,Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
73600,Travis Mahoney,M,26.0,190.0,81.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,
73616,Nicolas Pierre Armand Mahut,M,34.0,190.0,80.0,France-1,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,
73616,Nicolas Pierre Armand Mahut,M,34.0,190.0,80.0,France-2,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
73624,Lucianne Barroncas Maia,F,28.0,169.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
73644,Jessica Sayonara Maier,F,21.0,167.0,50.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
73645,Leonie Rebekka Maier,F,23.0,163.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
73659,Maik Ferreira dos Santos,M,35.0,180.0,88.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
73779,Amel Majri,F,23.0,164.0,54.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
73822,Yekaterina Valeryevna Makarova,F,28.0,176.0,65.0,Russia-2,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold
73864,Bilyal Valeryevich Makhov,M,28.0,200.0,125.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
73886,Yukio Makino,M,36.0,184.0,78.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,
73908,Semyon Vladimirovich Makovich,M,21.0,180.0,76.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
73925,Anastasiya Ivanovna Maksimova,F,25.0,170.0,50.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
74108,Vladimir Vadimovich Malkov,M,30.0,188.0,79.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,
74120,Grgory Mallet,M,32.0,196.0,84.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
74130,Auriane Mallo,F,22.0,180.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",
74130,Auriane Mallo,F,22.0,180.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",
74135,"Martilou ""Marti"" Malloy",F,30.0,161.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
74177,Maggie Malone,F,22.0,173.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
74189,Nick Malouf,M,23.0,186.0,95.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
74193,Anna Nikolayevna Malova,F,26.0,175.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
74197,Joe Maloy,M,30.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
74221,Darya Nikolayevna Malygina,F,22.0,202.0,82.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
74231,Luise Malzahn,F,26.0,177.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,
74256,Yuka Mamiya,F,26.0,185.0,74.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
74270,Margarita Abdullayevna Mamun,F,20.0,170.0,50.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
74294,Florent Manaudou,M,25.0,199.0,99.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Silver
74294,Florent Manaudou,M,25.0,199.0,99.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
74477,Alyssa Manley,F,22.0,158.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
74485,John Devlin Mann,M,31.0,199.0,113.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
74539,Yukari Mano,F,22.0,152.0,53.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
74608,Simon Douglas Mantell,M,32.0,184.0,81.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Silver
74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Gold
74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
74675,Mao Feilian,M,23.0,185.0,74.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,
74678,Mao Yi,F,16.0,151.0,35.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze
74678,Mao Yi,F,16.0,151.0,35.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
74713,Joanna de Albuquerque Maranho Bezerra de Melo,F,29.0,173.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
74713,Joanna de Albuquerque Maranho Bezerra de Melo,F,29.0,173.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
74713,Joanna de Albuquerque Maranho Bezerra de Melo,F,29.0,173.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
74735,Daiene Maral Dias,F,27.0,159.0,55.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
74736,Palmira Cristina Maral,F,32.0,174.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
74776,Kathrin Marchand,F,25.0,183.0,69.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,
74782,Katy Louise Marchant,F,23.0,170.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,Bronze
74930,Yekaterina Aleksandrovna Marennikova,F,34.0,176.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
74937,Sven Maresch,M,29.0,173.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
74942,Cyrille Maret,M,28.0,189.0,108.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze
74950,Melanie Margalis,F,24.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
74950,Melanie Margalis,F,24.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
